NFE, Elapsed Time, Approximation Set, Population, Population Size
3040, 4.12272789, "[[1.9534883720930234][0.0,0.0,0.0,0.0,0.0]]", "[[1.9534883720930234][0.0,0.0,0.0,0.0,0.0], [2.0826446280991733][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0]]", 40
3080, 4.159477769, "[[1.9534883720930234][0.0,0.0,0.0,0.0,0.0]]", "[[1.9534883720930234][0.0,0.0,0.0,0.0,0.0], [2.0826446280991733][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0]]", 40
3120, 4.194137550000001, "[[1.9534883720930234][0.0,0.0,0.0,0.0,0.0]]", "[[1.9534883720930234][0.0,0.0,0.0,0.0,0.0], [2.0826446280991733][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0]]", 40
3160, 4.233229728, "[[1.9534883720930234][0.0,0.0,0.0,0.0,0.0]]", "[[1.9534883720930234][0.0,0.0,0.0,0.0,0.0], [2.0826446280991733][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0]]", 40
3200, 4.269506707000001, "[[1.9444444444444446][0.0,0.0,0.0,0.0,0.0]]", "[[1.9444444444444446][0.0,0.0,0.0,0.0,0.0], [1.9534883720930234][0.0,0.0,0.0,0.0,0.0], [2.0826446280991733][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0]]", 40
3240, 4.303932488, "[[1.9444444444444446][0.0,0.0,0.0,0.0,0.0]]", "[[1.9444444444444446][0.0,0.0,0.0,0.0,0.0], [1.9534883720930234][0.0,0.0,0.0,0.0,0.0], [2.0826446280991733][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0]]", 40
3280, 4.3393233680000005, "[[1.9444444444444446][0.0,0.0,0.0,0.0,0.0]]", "[[1.9444444444444446][0.0,0.0,0.0,0.0,0.0], [1.9534883720930234][0.0,0.0,0.0,0.0,0.0], [2.0826446280991733][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0]]", 40
3320, 4.379275146, "[[1.9444444444444446][0.0,0.0,0.0,0.0,0.0]]", "[[1.9444444444444446][0.0,0.0,0.0,0.0,0.0], [1.9534883720930234][0.0,0.0,0.0,0.0,0.0], [2.0826446280991733][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0]]", 40
3360, 4.415206426, "[[1.9444444444444446][0.0,0.0,0.0,0.0,0.0]]", "[[1.9444444444444446][0.0,0.0,0.0,0.0,0.0], [1.9534883720930234][0.0,0.0,0.0,0.0,0.0], [2.0826446280991733][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0]]", 40
3400, 4.446521908, "[[1.9444444444444446][0.0,0.0,0.0,0.0,0.0]]", "[[1.9444444444444446][0.0,0.0,0.0,0.0,0.0], [1.9534883720930234][0.0,0.0,0.0,0.0,0.0], [2.0826446280991733][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0]]", 40
3440, 4.47945159, "[[1.9444444444444446][0.0,0.0,0.0,0.0,0.0]]", "[[1.9444444444444446][0.0,0.0,0.0,0.0,0.0], [1.9534883720930234][0.0,0.0,0.0,0.0,0.0], [2.0826446280991733][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.2857142857142856][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0], [2.3300970873786406][0.0,0.0,0.0,0.0,0.0]]", 40
