NFE, Elapsed Time, Approximation Set, Population, Population Size
8680, 10.921008938, "[[1.391304347826087][0.0,0.0,0.0,0.0,0.0]]", "[[1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.4150943396226414][0.0,0.0,0.0,0.0,0.0], [1.4754098360655736][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.566579634464752][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.6114405301709105][0.0,0.0,0.0,0.0,0.0], [1.6114405301709105][0.0,0.0,0.0,0.0,0.0], [1.6114405301709105][0.0,0.0,0.0,0.0,0.0], [1.6114405301709105][0.0,0.0,0.0,0.0,0.0]]", 40
8720, 10.97337055, "[[1.391304347826087][0.0,0.0,0.0,0.0,0.0]]", "[[1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.4150943396226414][0.0,0.0,0.0,0.0,0.0], [1.4754098360655736][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.566579634464752][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.6114405301709105][0.0,0.0,0.0,0.0,0.0], [1.6114405301709105][0.0,0.0,0.0,0.0,0.0], [1.6114405301709105][0.0,0.0,0.0,0.0,0.0], [1.6114405301709105][0.0,0.0,0.0,0.0,0.0]]", 40
8760, 11.016364559000001, "[[1.391304347826087][0.0,0.0,0.0,0.0,0.0]]", "[[1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.4150943396226414][0.0,0.0,0.0,0.0,0.0], [1.4754098360655736][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.566579634464752][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.6114405301709105][0.0,0.0,0.0,0.0,0.0], [1.6114405301709105][0.0,0.0,0.0,0.0,0.0], [1.6114405301709105][0.0,0.0,0.0,0.0,0.0], [1.6114405301709105][0.0,0.0,0.0,0.0,0.0]]", 40
8800, 11.062333970000001, "[[1.391304347826087][0.0,0.0,0.0,0.0,0.0]]", "[[1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.4150943396226414][0.0,0.0,0.0,0.0,0.0], [1.4754098360655736][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.566579634464752][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.6114405301709105][0.0,0.0,0.0,0.0,0.0], [1.6114405301709105][0.0,0.0,0.0,0.0,0.0], [1.6114405301709105][0.0,0.0,0.0,0.0,0.0], [1.6114405301709105][0.0,0.0,0.0,0.0,0.0]]", 40
8840, 11.106530280000001, "[[1.391304347826087][0.0,0.0,0.0,0.0,0.0]]", "[[1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.4150943396226414][0.0,0.0,0.0,0.0,0.0], [1.4754098360655736][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.566579634464752][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.6114405301709105][0.0,0.0,0.0,0.0,0.0], [1.6114405301709105][0.0,0.0,0.0,0.0,0.0]]", 40
8880, 11.146478489000001, "[[1.391304347826087][0.0,0.0,0.0,0.0,0.0]]", "[[1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.4150943396226414][0.0,0.0,0.0,0.0,0.0], [1.4754098360655736][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.566579634464752][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.6114405301709105][0.0,0.0,0.0,0.0,0.0], [1.6114405301709105][0.0,0.0,0.0,0.0,0.0]]", 40
8920, 11.1929833, "[[1.391304347826087][0.0,0.0,0.0,0.0,0.0]]", "[[1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.4150943396226414][0.0,0.0,0.0,0.0,0.0], [1.4754098360655736][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.566579634464752][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.6114405301709105][0.0,0.0,0.0,0.0,0.0], [1.6114405301709105][0.0,0.0,0.0,0.0,0.0]]", 40
8960, 11.24006791, "[[1.391304347826087][0.0,0.0,0.0,0.0,0.0]]", "[[1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.4150943396226414][0.0,0.0,0.0,0.0,0.0], [1.4754098360655736][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.566579634464752][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.6114405301709105][0.0,0.0,0.0,0.0,0.0], [1.6114405301709105][0.0,0.0,0.0,0.0,0.0]]", 40
9000, 11.285405921, "[[1.391304347826087][0.0,0.0,0.0,0.0,0.0]]", "[[1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.4150943396226414][0.0,0.0,0.0,0.0,0.0], [1.4754098360655736][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.566579634464752][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.6114405301709105][0.0,0.0,0.0,0.0,0.0], [1.6114405301709105][0.0,0.0,0.0,0.0,0.0]]", 40
9040, 11.327894631000001, "[[1.391304347826087][0.0,0.0,0.0,0.0,0.0]]", "[[1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.4150943396226414][0.0,0.0,0.0,0.0,0.0], [1.4754098360655736][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.566579634464752][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.6114405301709105][0.0,0.0,0.0,0.0,0.0], [1.6114405301709105][0.0,0.0,0.0,0.0,0.0]]", 40
9080, 11.365859239, "[[1.391304347826087][0.0,0.0,0.0,0.0,0.0]]", "[[1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.391304347826087][0.0,0.0,0.0,0.0,0.0], [1.4150943396226414][0.0,0.0,0.0,0.0,0.0], [1.4754098360655736][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.5533980582524272][0.0,0.0,0.0,0.0,0.0], [1.566579634464752][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.5737704918032787][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0], [1.574105621805792][0.0,0.0,0.0,0.0,0.0]]", 40
