NFE, Elapsed Time, Approximation Set, Population, Population Size
3880, 5.576434699, "[[1.7843866171003717][0.0,0.0,0.0,0.0,0.0]]", "[[1.7843866171003717][0.0,0.0,0.0,0.0,0.0], [1.859504132231405][0.0,0.0,0.0,0.0,0.0], [1.8783542039355992][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.978021978021978][0.0,0.0,0.0,0.0,0.0], [1.9922380336351875][0.0,0.0,0.0,0.0,0.0], [2.0711297071129704][0.0,0.0,0.0,0.0,0.0], [2.1126760563380285][0.0,0.0,0.0,0.0,0.0], [2.122641509433962][0.0,0.0,0.0,0.0,0.0], [2.1380090497737556][0.0,0.0,0.0,0.0,0.0], [2.1649484536082473][0.0,0.0,0.0,0.0,0.0], [2.184466019417476][0.0,0.0,0.0,0.0,0.0], [2.184466019417476][0.0,0.0,0.0,0.0,0.0], [2.184466019417476][0.0,0.0,0.0,0.0,0.0], [2.2247191011235956][0.0,0.0,0.0,0.0,0.0], [2.2356281050390345][0.0,0.0,0.0,0.0,0.0], [2.2525597269624575][0.0,0.0,0.0,0.0,0.0], [2.252681764004768][0.0,0.0,0.0,0.0,0.0], [2.252681764004768][0.0,0.0,0.0,0.0,0.0], [2.3717647058823528][0.0,0.0,0.0,0.0,0.0], [2.3736263736263736][0.0,0.0,0.0,0.0,0.0], [2.3736263736263736][0.0,0.0,0.0,0.0,0.0], [2.396887159533074][0.0,0.0,0.0,0.0,0.0], [2.4161073825503356][0.0,0.0,0.0,0.0,0.0], [2.441860465116279][0.0,0.0,0.0,0.0,0.0], [2.4721030042918457][0.0,0.0,0.0,0.0,0.0], [2.5212606303151572][0.0,0.0,0.0,0.0,0.0], [2.530120481927711][0.0,0.0,0.0,0.0,0.0], [2.556818181818182][0.0,0.0,0.0,0.0,0.0], [2.559556786703601][0.0,0.0,0.0,0.0,0.0], [2.569243840271877][0.0,0.0,0.0,0.0,0.0], [2.593320235756385][0.0,0.0,0.0,0.0,0.0], [2.640586797066015][0.0,0.0,0.0,0.0,0.0], [2.640586797066015][0.0,0.0,0.0,0.0,0.0], [2.692307692307692][0.0,0.0,0.0,0.0,0.0], [2.7272727272727266][0.0,0.0,0.0,0.0,0.0]]", 40
3920, 5.617474875, "[[1.7843866171003717][0.0,0.0,0.0,0.0,0.0]]", "[[1.7843866171003717][0.0,0.0,0.0,0.0,0.0], [1.859504132231405][0.0,0.0,0.0,0.0,0.0], [1.8783542039355992][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.978021978021978][0.0,0.0,0.0,0.0,0.0], [1.9922380336351875][0.0,0.0,0.0,0.0,0.0], [2.0711297071129704][0.0,0.0,0.0,0.0,0.0], [2.1126760563380285][0.0,0.0,0.0,0.0,0.0], [2.122641509433962][0.0,0.0,0.0,0.0,0.0], [2.1380090497737556][0.0,0.0,0.0,0.0,0.0], [2.1649484536082473][0.0,0.0,0.0,0.0,0.0], [2.184466019417476][0.0,0.0,0.0,0.0,0.0], [2.184466019417476][0.0,0.0,0.0,0.0,0.0], [2.184466019417476][0.0,0.0,0.0,0.0,0.0], [2.2247191011235956][0.0,0.0,0.0,0.0,0.0], [2.2356281050390345][0.0,0.0,0.0,0.0,0.0], [2.2525597269624575][0.0,0.0,0.0,0.0,0.0], [2.252681764004768][0.0,0.0,0.0,0.0,0.0], [2.252681764004768][0.0,0.0,0.0,0.0,0.0], [2.3717647058823528][0.0,0.0,0.0,0.0,0.0], [2.3736263736263736][0.0,0.0,0.0,0.0,0.0], [2.3736263736263736][0.0,0.0,0.0,0.0,0.0], [2.396887159533074][0.0,0.0,0.0,0.0,0.0], [2.4161073825503356][0.0,0.0,0.0,0.0,0.0], [2.441860465116279][0.0,0.0,0.0,0.0,0.0], [2.4721030042918457][0.0,0.0,0.0,0.0,0.0], [2.5212606303151572][0.0,0.0,0.0,0.0,0.0], [2.530120481927711][0.0,0.0,0.0,0.0,0.0], [2.556818181818182][0.0,0.0,0.0,0.0,0.0], [2.559556786703601][0.0,0.0,0.0,0.0,0.0], [2.569243840271877][0.0,0.0,0.0,0.0,0.0], [2.593320235756385][0.0,0.0,0.0,0.0,0.0], [2.640586797066015][0.0,0.0,0.0,0.0,0.0], [2.640586797066015][0.0,0.0,0.0,0.0,0.0], [2.692307692307692][0.0,0.0,0.0,0.0,0.0], [2.7272727272727266][0.0,0.0,0.0,0.0,0.0]]", 40
3960, 5.655985952, "[[1.7843866171003717][0.0,0.0,0.0,0.0,0.0]]", "[[1.7843866171003717][0.0,0.0,0.0,0.0,0.0], [1.859504132231405][0.0,0.0,0.0,0.0,0.0], [1.8783542039355992][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.978021978021978][0.0,0.0,0.0,0.0,0.0], [1.9922380336351875][0.0,0.0,0.0,0.0,0.0], [2.0711297071129704][0.0,0.0,0.0,0.0,0.0], [2.1126760563380285][0.0,0.0,0.0,0.0,0.0], [2.122641509433962][0.0,0.0,0.0,0.0,0.0], [2.1380090497737556][0.0,0.0,0.0,0.0,0.0], [2.1649484536082473][0.0,0.0,0.0,0.0,0.0], [2.184466019417476][0.0,0.0,0.0,0.0,0.0], [2.184466019417476][0.0,0.0,0.0,0.0,0.0], [2.184466019417476][0.0,0.0,0.0,0.0,0.0], [2.2247191011235956][0.0,0.0,0.0,0.0,0.0], [2.2356281050390345][0.0,0.0,0.0,0.0,0.0], [2.2525597269624575][0.0,0.0,0.0,0.0,0.0], [2.252681764004768][0.0,0.0,0.0,0.0,0.0], [2.252681764004768][0.0,0.0,0.0,0.0,0.0], [2.3717647058823528][0.0,0.0,0.0,0.0,0.0], [2.3736263736263736][0.0,0.0,0.0,0.0,0.0], [2.3736263736263736][0.0,0.0,0.0,0.0,0.0], [2.396887159533074][0.0,0.0,0.0,0.0,0.0], [2.4161073825503356][0.0,0.0,0.0,0.0,0.0], [2.441860465116279][0.0,0.0,0.0,0.0,0.0], [2.4721030042918457][0.0,0.0,0.0,0.0,0.0], [2.5212606303151572][0.0,0.0,0.0,0.0,0.0], [2.530120481927711][0.0,0.0,0.0,0.0,0.0], [2.556818181818182][0.0,0.0,0.0,0.0,0.0], [2.559556786703601][0.0,0.0,0.0,0.0,0.0], [2.569243840271877][0.0,0.0,0.0,0.0,0.0], [2.593320235756385][0.0,0.0,0.0,0.0,0.0], [2.640586797066015][0.0,0.0,0.0,0.0,0.0], [2.640586797066015][0.0,0.0,0.0,0.0,0.0], [2.692307692307692][0.0,0.0,0.0,0.0,0.0], [2.7272727272727266][0.0,0.0,0.0,0.0,0.0]]", 40
4000, 5.702246025, "[[1.7843866171003717][0.0,0.0,0.0,0.0,0.0]]", "[[1.7843866171003717][0.0,0.0,0.0,0.0,0.0], [1.859504132231405][0.0,0.0,0.0,0.0,0.0], [1.8783542039355992][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.978021978021978][0.0,0.0,0.0,0.0,0.0], [1.9922380336351875][0.0,0.0,0.0,0.0,0.0], [2.0711297071129704][0.0,0.0,0.0,0.0,0.0], [2.1126760563380285][0.0,0.0,0.0,0.0,0.0], [2.122641509433962][0.0,0.0,0.0,0.0,0.0], [2.1380090497737556][0.0,0.0,0.0,0.0,0.0], [2.1649484536082473][0.0,0.0,0.0,0.0,0.0], [2.184466019417476][0.0,0.0,0.0,0.0,0.0], [2.184466019417476][0.0,0.0,0.0,0.0,0.0], [2.184466019417476][0.0,0.0,0.0,0.0,0.0], [2.2247191011235956][0.0,0.0,0.0,0.0,0.0], [2.2356281050390345][0.0,0.0,0.0,0.0,0.0], [2.2525597269624575][0.0,0.0,0.0,0.0,0.0], [2.252681764004768][0.0,0.0,0.0,0.0,0.0], [2.252681764004768][0.0,0.0,0.0,0.0,0.0], [2.295081967213115][0.0,0.0,0.0,0.0,0.0], [2.3717647058823528][0.0,0.0,0.0,0.0,0.0], [2.3736263736263736][0.0,0.0,0.0,0.0,0.0], [2.3736263736263736][0.0,0.0,0.0,0.0,0.0], [2.396887159533074][0.0,0.0,0.0,0.0,0.0], [2.4161073825503356][0.0,0.0,0.0,0.0,0.0], [2.441860465116279][0.0,0.0,0.0,0.0,0.0], [2.4721030042918457][0.0,0.0,0.0,0.0,0.0], [2.5212606303151572][0.0,0.0,0.0,0.0,0.0], [2.530120481927711][0.0,0.0,0.0,0.0,0.0], [2.550177095631641][0.0,0.0,0.0,0.0,0.0], [2.556818181818182][0.0,0.0,0.0,0.0,0.0], [2.559556786703601][0.0,0.0,0.0,0.0,0.0], [2.569243840271877][0.0,0.0,0.0,0.0,0.0], [2.593320235756385][0.0,0.0,0.0,0.0,0.0], [2.640586797066015][0.0,0.0,0.0,0.0,0.0], [2.640586797066015][0.0,0.0,0.0,0.0,0.0]]", 40
4040, 5.749282797, "[[1.7843866171003717][0.0,0.0,0.0,0.0,0.0]]", "[[1.7843866171003717][0.0,0.0,0.0,0.0,0.0], [1.859504132231405][0.0,0.0,0.0,0.0,0.0], [1.8783542039355992][0.0,0.0,0.0,0.0,0.0], [1.8783542039355992][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.978021978021978][0.0,0.0,0.0,0.0,0.0], [1.9922380336351875][0.0,0.0,0.0,0.0,0.0], [2.0292825768667644][0.0,0.0,0.0,0.0,0.0], [2.0711297071129704][0.0,0.0,0.0,0.0,0.0], [2.1126760563380285][0.0,0.0,0.0,0.0,0.0], [2.122641509433962][0.0,0.0,0.0,0.0,0.0], [2.1380090497737556][0.0,0.0,0.0,0.0,0.0], [2.1649484536082473][0.0,0.0,0.0,0.0,0.0], [2.184466019417476][0.0,0.0,0.0,0.0,0.0], [2.184466019417476][0.0,0.0,0.0,0.0,0.0], [2.184466019417476][0.0,0.0,0.0,0.0,0.0], [2.2247191011235956][0.0,0.0,0.0,0.0,0.0], [2.2356281050390345][0.0,0.0,0.0,0.0,0.0], [2.2525597269624575][0.0,0.0,0.0,0.0,0.0], [2.252681764004768][0.0,0.0,0.0,0.0,0.0], [2.252681764004768][0.0,0.0,0.0,0.0,0.0], [2.2773722627737225][0.0,0.0,0.0,0.0,0.0], [2.295081967213115][0.0,0.0,0.0,0.0,0.0], [2.3717647058823528][0.0,0.0,0.0,0.0,0.0], [2.3736263736263736][0.0,0.0,0.0,0.0,0.0], [2.3736263736263736][0.0,0.0,0.0,0.0,0.0], [2.396887159533074][0.0,0.0,0.0,0.0,0.0], [2.4161073825503356][0.0,0.0,0.0,0.0,0.0], [2.441860465116279][0.0,0.0,0.0,0.0,0.0], [2.4721030042918457][0.0,0.0,0.0,0.0,0.0], [2.5212606303151572][0.0,0.0,0.0,0.0,0.0], [2.530120481927711][0.0,0.0,0.0,0.0,0.0], [2.550177095631641][0.0,0.0,0.0,0.0,0.0], [2.556818181818182][0.0,0.0,0.0,0.0,0.0], [2.559556786703601][0.0,0.0,0.0,0.0,0.0], [2.569243840271877][0.0,0.0,0.0,0.0,0.0]]", 40
4080, 5.7945411700000005, "[[1.7813765182186236][0.0,0.0,0.0,0.0,0.0]]", "[[1.7813765182186236][0.0,0.0,0.0,0.0,0.0], [1.7843866171003717][0.0,0.0,0.0,0.0,0.0], [1.859504132231405][0.0,0.0,0.0,0.0,0.0], [1.8783542039355992][0.0,0.0,0.0,0.0,0.0], [1.8783542039355992][0.0,0.0,0.0,0.0,0.0], [1.8783542039355992][0.0,0.0,0.0,0.0,0.0], [1.8783542039355992][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.978021978021978][0.0,0.0,0.0,0.0,0.0], [1.9922380336351875][0.0,0.0,0.0,0.0,0.0], [1.9922380336351875][0.0,0.0,0.0,0.0,0.0], [1.9922380336351875][0.0,0.0,0.0,0.0,0.0], [1.9975786924939467][0.0,0.0,0.0,0.0,0.0], [2.0292825768667644][0.0,0.0,0.0,0.0,0.0], [2.0711297071129704][0.0,0.0,0.0,0.0,0.0], [2.1126760563380285][0.0,0.0,0.0,0.0,0.0], [2.122641509433962][0.0,0.0,0.0,0.0,0.0], [2.1380090497737556][0.0,0.0,0.0,0.0,0.0], [2.1649484536082473][0.0,0.0,0.0,0.0,0.0], [2.184466019417476][0.0,0.0,0.0,0.0,0.0], [2.184466019417476][0.0,0.0,0.0,0.0,0.0], [2.184466019417476][0.0,0.0,0.0,0.0,0.0], [2.2247191011235956][0.0,0.0,0.0,0.0,0.0], [2.2356281050390345][0.0,0.0,0.0,0.0,0.0], [2.2525597269624575][0.0,0.0,0.0,0.0,0.0], [2.252681764004768][0.0,0.0,0.0,0.0,0.0], [2.252681764004768][0.0,0.0,0.0,0.0,0.0], [2.2773722627737225][0.0,0.0,0.0,0.0,0.0], [2.295081967213115][0.0,0.0,0.0,0.0,0.0], [2.3717647058823528][0.0,0.0,0.0,0.0,0.0], [2.3736263736263736][0.0,0.0,0.0,0.0,0.0], [2.3736263736263736][0.0,0.0,0.0,0.0,0.0], [2.396887159533074][0.0,0.0,0.0,0.0,0.0], [2.4161073825503356][0.0,0.0,0.0,0.0,0.0], [2.441860465116279][0.0,0.0,0.0,0.0,0.0], [2.4721030042918457][0.0,0.0,0.0,0.0,0.0]]", 40
4120, 5.8409102420000005, "[[1.7813765182186236][0.0,0.0,0.0,0.0,0.0]]", "[[1.7813765182186236][0.0,0.0,0.0,0.0,0.0], [1.7843866171003717][0.0,0.0,0.0,0.0,0.0], [1.859504132231405][0.0,0.0,0.0,0.0,0.0], [1.8783542039355992][0.0,0.0,0.0,0.0,0.0], [1.8783542039355992][0.0,0.0,0.0,0.0,0.0], [1.8783542039355992][0.0,0.0,0.0,0.0,0.0], [1.8783542039355992][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.978021978021978][0.0,0.0,0.0,0.0,0.0], [1.9922380336351875][0.0,0.0,0.0,0.0,0.0], [1.9922380336351875][0.0,0.0,0.0,0.0,0.0], [1.9922380336351875][0.0,0.0,0.0,0.0,0.0], [1.9975786924939467][0.0,0.0,0.0,0.0,0.0], [2.0292825768667644][0.0,0.0,0.0,0.0,0.0], [2.0711297071129704][0.0,0.0,0.0,0.0,0.0], [2.1126760563380285][0.0,0.0,0.0,0.0,0.0], [2.121212121212121][0.0,0.0,0.0,0.0,0.0], [2.122641509433962][0.0,0.0,0.0,0.0,0.0], [2.1380090497737556][0.0,0.0,0.0,0.0,0.0], [2.1649484536082473][0.0,0.0,0.0,0.0,0.0], [2.184466019417476][0.0,0.0,0.0,0.0,0.0], [2.184466019417476][0.0,0.0,0.0,0.0,0.0], [2.184466019417476][0.0,0.0,0.0,0.0,0.0], [2.2247191011235956][0.0,0.0,0.0,0.0,0.0], [2.2356281050390345][0.0,0.0,0.0,0.0,0.0], [2.2525597269624575][0.0,0.0,0.0,0.0,0.0], [2.252681764004768][0.0,0.0,0.0,0.0,0.0], [2.252681764004768][0.0,0.0,0.0,0.0,0.0], [2.2773722627737225][0.0,0.0,0.0,0.0,0.0], [2.295081967213115][0.0,0.0,0.0,0.0,0.0], [2.3398328690807793][0.0,0.0,0.0,0.0,0.0], [2.368421052631579][0.0,0.0,0.0,0.0,0.0], [2.3717647058823528][0.0,0.0,0.0,0.0,0.0], [2.3736263736263736][0.0,0.0,0.0,0.0,0.0], [2.3736263736263736][0.0,0.0,0.0,0.0,0.0], [2.396887159533074][0.0,0.0,0.0,0.0,0.0]]", 40
4160, 5.882765518, "[[1.7813765182186236][0.0,0.0,0.0,0.0,0.0]]", "[[1.7813765182186236][0.0,0.0,0.0,0.0,0.0], [1.7843866171003717][0.0,0.0,0.0,0.0,0.0], [1.859504132231405][0.0,0.0,0.0,0.0,0.0], [1.8783542039355992][0.0,0.0,0.0,0.0,0.0], [1.8783542039355992][0.0,0.0,0.0,0.0,0.0], [1.8783542039355992][0.0,0.0,0.0,0.0,0.0], [1.8783542039355992][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.978021978021978][0.0,0.0,0.0,0.0,0.0], [1.9922380336351875][0.0,0.0,0.0,0.0,0.0], [1.9922380336351875][0.0,0.0,0.0,0.0,0.0], [1.9922380336351875][0.0,0.0,0.0,0.0,0.0], [1.9975786924939467][0.0,0.0,0.0,0.0,0.0], [2.0292825768667644][0.0,0.0,0.0,0.0,0.0], [2.0711297071129704][0.0,0.0,0.0,0.0,0.0], [2.1126760563380285][0.0,0.0,0.0,0.0,0.0], [2.121212121212121][0.0,0.0,0.0,0.0,0.0], [2.122641509433962][0.0,0.0,0.0,0.0,0.0], [2.1380090497737556][0.0,0.0,0.0,0.0,0.0], [2.1649484536082473][0.0,0.0,0.0,0.0,0.0], [2.184466019417476][0.0,0.0,0.0,0.0,0.0], [2.184466019417476][0.0,0.0,0.0,0.0,0.0], [2.184466019417476][0.0,0.0,0.0,0.0,0.0], [2.2247191011235956][0.0,0.0,0.0,0.0,0.0], [2.2356281050390345][0.0,0.0,0.0,0.0,0.0], [2.2525597269624575][0.0,0.0,0.0,0.0,0.0], [2.252681764004768][0.0,0.0,0.0,0.0,0.0], [2.252681764004768][0.0,0.0,0.0,0.0,0.0], [2.2773722627737225][0.0,0.0,0.0,0.0,0.0], [2.295081967213115][0.0,0.0,0.0,0.0,0.0], [2.3398328690807793][0.0,0.0,0.0,0.0,0.0], [2.368421052631579][0.0,0.0,0.0,0.0,0.0], [2.3717647058823528][0.0,0.0,0.0,0.0,0.0], [2.3736263736263736][0.0,0.0,0.0,0.0,0.0], [2.3736263736263736][0.0,0.0,0.0,0.0,0.0], [2.396887159533074][0.0,0.0,0.0,0.0,0.0]]", 40
4200, 5.924679193, "[[1.7813765182186236][0.0,0.0,0.0,0.0,0.0]]", "[[1.7813765182186236][0.0,0.0,0.0,0.0,0.0], [1.7843866171003717][0.0,0.0,0.0,0.0,0.0], [1.859504132231405][0.0,0.0,0.0,0.0,0.0], [1.8783542039355992][0.0,0.0,0.0,0.0,0.0], [1.8783542039355992][0.0,0.0,0.0,0.0,0.0], [1.8783542039355992][0.0,0.0,0.0,0.0,0.0], [1.8783542039355992][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.978021978021978][0.0,0.0,0.0,0.0,0.0], [1.9922380336351875][0.0,0.0,0.0,0.0,0.0], [1.9922380336351875][0.0,0.0,0.0,0.0,0.0], [1.9922380336351875][0.0,0.0,0.0,0.0,0.0], [1.9975786924939467][0.0,0.0,0.0,0.0,0.0], [2.0292825768667644][0.0,0.0,0.0,0.0,0.0], [2.0711297071129704][0.0,0.0,0.0,0.0,0.0], [2.1126760563380285][0.0,0.0,0.0,0.0,0.0], [2.121212121212121][0.0,0.0,0.0,0.0,0.0], [2.122641509433962][0.0,0.0,0.0,0.0,0.0], [2.1380090497737556][0.0,0.0,0.0,0.0,0.0], [2.1649484536082473][0.0,0.0,0.0,0.0,0.0], [2.184466019417476][0.0,0.0,0.0,0.0,0.0], [2.184466019417476][0.0,0.0,0.0,0.0,0.0], [2.184466019417476][0.0,0.0,0.0,0.0,0.0], [2.2247191011235956][0.0,0.0,0.0,0.0,0.0], [2.2356281050390345][0.0,0.0,0.0,0.0,0.0], [2.2525597269624575][0.0,0.0,0.0,0.0,0.0], [2.252681764004768][0.0,0.0,0.0,0.0,0.0], [2.252681764004768][0.0,0.0,0.0,0.0,0.0], [2.2773722627737225][0.0,0.0,0.0,0.0,0.0], [2.295081967213115][0.0,0.0,0.0,0.0,0.0], [2.295081967213115][0.0,0.0,0.0,0.0,0.0], [2.3398328690807793][0.0,0.0,0.0,0.0,0.0], [2.368421052631579][0.0,0.0,0.0,0.0,0.0], [2.3717647058823528][0.0,0.0,0.0,0.0,0.0], [2.3736263736263736][0.0,0.0,0.0,0.0,0.0], [2.3736263736263736][0.0,0.0,0.0,0.0,0.0]]", 40
4240, 5.974279263000001, "[[1.7813765182186236][0.0,0.0,0.0,0.0,0.0]]", "[[1.7813765182186236][0.0,0.0,0.0,0.0,0.0], [1.7843866171003717][0.0,0.0,0.0,0.0,0.0], [1.7843866171003717][0.0,0.0,0.0,0.0,0.0], [1.859504132231405][0.0,0.0,0.0,0.0,0.0], [1.8783542039355992][0.0,0.0,0.0,0.0,0.0], [1.8783542039355992][0.0,0.0,0.0,0.0,0.0], [1.8783542039355992][0.0,0.0,0.0,0.0,0.0], [1.8783542039355992][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.978021978021978][0.0,0.0,0.0,0.0,0.0], [1.9922380336351875][0.0,0.0,0.0,0.0,0.0], [1.9922380336351875][0.0,0.0,0.0,0.0,0.0], [1.9922380336351875][0.0,0.0,0.0,0.0,0.0], [1.9975786924939467][0.0,0.0,0.0,0.0,0.0], [2.0292825768667644][0.0,0.0,0.0,0.0,0.0], [2.0711297071129704][0.0,0.0,0.0,0.0,0.0], [2.1126760563380285][0.0,0.0,0.0,0.0,0.0], [2.121212121212121][0.0,0.0,0.0,0.0,0.0], [2.122641509433962][0.0,0.0,0.0,0.0,0.0], [2.1380090497737556][0.0,0.0,0.0,0.0,0.0], [2.1649484536082473][0.0,0.0,0.0,0.0,0.0], [2.1649484536082473][0.0,0.0,0.0,0.0,0.0], [2.184466019417476][0.0,0.0,0.0,0.0,0.0], [2.184466019417476][0.0,0.0,0.0,0.0,0.0], [2.184466019417476][0.0,0.0,0.0,0.0,0.0], [2.2247191011235956][0.0,0.0,0.0,0.0,0.0], [2.2356281050390345][0.0,0.0,0.0,0.0,0.0], [2.2525597269624575][0.0,0.0,0.0,0.0,0.0], [2.252681764004768][0.0,0.0,0.0,0.0,0.0], [2.252681764004768][0.0,0.0,0.0,0.0,0.0], [2.2773722627737225][0.0,0.0,0.0,0.0,0.0], [2.295081967213115][0.0,0.0,0.0,0.0,0.0], [2.295081967213115][0.0,0.0,0.0,0.0,0.0], [2.3398328690807793][0.0,0.0,0.0,0.0,0.0], [2.368421052631579][0.0,0.0,0.0,0.0,0.0], [2.3717647058823528][0.0,0.0,0.0,0.0,0.0]]", 40
4280, 6.03032003, "[[1.7813765182186236][0.0,0.0,0.0,0.0,0.0]]", "[[1.7813765182186236][0.0,0.0,0.0,0.0,0.0], [1.7843866171003717][0.0,0.0,0.0,0.0,0.0], [1.7843866171003717][0.0,0.0,0.0,0.0,0.0], [1.7843866171003717][0.0,0.0,0.0,0.0,0.0], [1.859504132231405][0.0,0.0,0.0,0.0,0.0], [1.8783542039355992][0.0,0.0,0.0,0.0,0.0], [1.8783542039355992][0.0,0.0,0.0,0.0,0.0], [1.8783542039355992][0.0,0.0,0.0,0.0,0.0], [1.8783542039355992][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.912568306010929][0.0,0.0,0.0,0.0,0.0], [1.978021978021978][0.0,0.0,0.0,0.0,0.0], [1.9922380336351875][0.0,0.0,0.0,0.0,0.0], [1.9922380336351875][0.0,0.0,0.0,0.0,0.0], [1.9922380336351875][0.0,0.0,0.0,0.0,0.0], [1.9922380336351875][0.0,0.0,0.0,0.0,0.0], [1.9922380336351875][0.0,0.0,0.0,0.0,0.0], [1.9975786924939467][0.0,0.0,0.0,0.0,0.0], [2.0292825768667644][0.0,0.0,0.0,0.0,0.0], [2.0292825768667644][0.0,0.0,0.0,0.0,0.0], [2.0711297071129704][0.0,0.0,0.0,0.0,0.0], [2.1126760563380285][0.0,0.0,0.0,0.0,0.0], [2.121212121212121][0.0,0.0,0.0,0.0,0.0], [2.122641509433962][0.0,0.0,0.0,0.0,0.0], [2.1380090497737556][0.0,0.0,0.0,0.0,0.0], [2.1649484536082473][0.0,0.0,0.0,0.0,0.0], [2.1649484536082473][0.0,0.0,0.0,0.0,0.0], [2.184466019417476][0.0,0.0,0.0,0.0,0.0], [2.184466019417476][0.0,0.0,0.0,0.0,0.0], [2.184466019417476][0.0,0.0,0.0,0.0,0.0], [2.204081632653061][0.0,0.0,0.0,0.0,0.0], [2.2247191011235956][0.0,0.0,0.0,0.0,0.0], [2.2356281050390345][0.0,0.0,0.0,0.0,0.0], [2.2525597269624575][0.0,0.0,0.0,0.0,0.0], [2.252681764004768][0.0,0.0,0.0,0.0,0.0], [2.252681764004768][0.0,0.0,0.0,0.0,0.0], [2.2773722627737225][0.0,0.0,0.0,0.0,0.0]]", 40
