batch-id,duration,o-CCR,c-MinimiseObjectsWithoutActivity,c-MinimiseEmptyActivities,c-MinimiseSmallActivities,c-ValidActivityOrdering,c-ActivityHasOperation,solutions-found,solution-model
0,00:00:18.771,1.5,1,/home/paul/repoV3-0/bachelor-thesis/bpmnmodelling/mdeo-results/experiment-example_C.mopt-240918-154301/batch-059BF05D5.xmi
