batch-id,duration,o-CCR,c-MinimiseObjectsWithoutActivity,c-MinimiseEmptyActivities,c-MinimiseSmallActivities,c-ValidActivityOrdering,c-ActivityHasOperation,solutions-found,solution-model
0,00:00:24.098,1.391304347826087,1,/home/paul/repoV3-0/bachelor-thesis/bpmnmodelling/mdeo-results/experiment-example_A.mopt-240918-153803/batch-06DD603C8.xmi
